第幾天,時間 (當日),絕對時間,出發地,目的地,出發地緯度,出發地經度,目的地緯度,目的地經度,事件,電量 (%),用時 (分),累積目標數
7,265.0 分,2025-12-07 13:25:00,浔峰岗停车场,永兴小学停车场充电站（二期）,23.16,113.2,23.266422,113.328772,Arrive 永兴小学停车场充电站（二期）,32.99,50.0,66
7,291.3 分,2025-12-07 13:51:18,永兴小学停车场充电站（二期）,完成測試 @ 永兴小学停车场充电站（二期）,23.266422,113.328772,23.266422,113.328772,Test Complete,37.99,26.2,67
7,297.8 分,2025-12-07 13:57:48,永兴小学停车场充电站（二期）,魔方新能源充电站,23.266422,113.328772,23.27244,113.33792,Arrive 魔方新能源充电站,37.92,6.5,67
7,324.0 分,2025-12-07 14:24:00,魔方新能源充电站,完成測試 @ 魔方新能源充电站,23.27244,113.33792,23.27244,113.33792,Test Complete,42.92,26.2,68
7,377.5 分,2025-12-07 15:17:30,魔方新能源充电站,广州城投（萝岗和苑）充电站,23.27244,113.33792,23.189969,113.479162,Arrive 广州城投（萝岗和苑）充电站,41.57,53.5,68
7,403.8 分,2025-12-07 15:43:48,广州城投（萝岗和苑）充电站,完成測試 @ 广州城投（萝岗和苑）充电站,23.189969,113.479162,23.189969,113.479162,Test Complete,46.57,26.2,69
7,425.1 分,2025-12-07 16:05:06,广州城投（萝岗和苑）充电站,优托邦科学城站,23.189969,113.479162,23.169859,113.451373,Arrive 优托邦科学城站,46.28,21.3,69
7,451.4 分,2025-12-07 16:31:24,优托邦科学城站,完成測試 @ 优托邦科学城站,23.169859,113.451373,23.169859,113.451373,Test Complete,51.28,26.2,70
7,511.7 分,2025-12-07 17:31:42,优托邦科学城站,广州 W 酒店,23.169859,113.451373,23.121988,113.328508,Day 7 End,50.33,60.4,70
8,0.0 分,2025-12-08 09:00:00,广州 W 酒店,广州 W 酒店,23.121988,113.328508,23.121988,113.328508,Day 8 Start (Overnight Discharge),11.04,0.0,70
8,35.0 分,2025-12-08 09:35:00,广州 W 酒店,南村广场,23.121988,113.328508,23.135313,113.531837,Arrive 南村广场,10.00,35.0,70
8,61.3 分,2025-12-08 10:01:18,南村广场,完成測試 @ 南村广场,23.135313,113.531837,23.135313,113.531837,Test Complete,15.00,26.2,71
8,514.5 分,2025-12-08 17:34:30,南村广场,广州 W 酒店,23.135313,113.531837,23.121988,113.328508,Day 8 End,13.57,453.3,71
